,Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities
4050,2000,December,Washington,Private Home/Residence; Catering Service; Grocery Store,Vegetable-Based Salads Unspecified,Virus,11,0.0,0.0
4054,2000,December,West Virginia,Restaurant,"Fried Rice, Unspecified",Bacillus cereus,18,0.0,0.0
4057,2000,December,Wisconsin,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,25,1.0,0.0
4059,2001,January,Alaska,Private Home/Residence,"Beaver, Fermented Tail (Muktuk)",Clostridium botulinum,4,4.0,0.0
4071,2001,January,California,Restaurant,"Chicken, Chimichanga",Clostridium perfringens; Bacillus cereus,14,0.0,0.0
4093,2001,January,Florida,Restaurant,"Ground Beef, Cheeseburger",Salmonella enterica,3,3.0,
4097,2001,January,Florida,Restaurant,Ice,Hepatitis A,40,14.0,1.0
4099,2001,January,Hawaii,Office/Indoor Workplace,"Fish, Mahi Mahi",Scombroid toxin,4,0.0,0.0
4100,2001,January,Hawaii,School/College/University,Mung Bean Sprouts,Salmonella enterica,22,3.0,0.0
4107,2001,January,Kansas,Restaurant,"Cantaloupe; Honeydew Melon; Pineapple, Unspecified",Norovirus unknown,36,0.0,0.0
4108,2001,January,Louisiana,Restaurant,"Oysters, Raw",Norovirus genogroup I,13,0.0,0.0
4111,2001,January,Maryland,Prison/Jail,Egg Salad/Egg Salad Sandwich,Staphylococcus aureus,43,0.0,0.0
4114,2001,January,Maryland,Restaurant,"Quesadilla, Chicken",Bacillus cereus,2,0.0,0.0
4115,2001,January,Maryland,Restaurant,"Salami, Mixed Meats; Coleslaw",Norovirus genogroup I,9,0.0,0.0
4116,2001,January,Maryland,Restaurant,Crab Cakes,Salmonella enterica,9,1.0,0.0
4117,2001,January,Maryland,Restaurant,"Sandwich, Other Egg/Poultry; Sandwich, Chicken",Salmonella enterica,4,0.0,0.0
4125,2001,January,Minnesota,Catering Service,"Beef, Stew",Clostridium perfringens,18,0.0,0.0
4126,2001,January,Minnesota,Restaurant,"Sandwich, Unspecified; Multiple Salads",Norovirus genogroup I,166,1.0,0.0
4128,2001,January,Minnesota,Restaurant,"Rice, Unspecified; Refried Beans, Unspecified",Clostridium perfringens; Bacillus cereus,12,0.0,0.0
4131,2001,January,New Jersey,Restaurant,"Vegetable Dip, Unspecified; Pineapple, Unspecified; Caesar Salad",Norovirus genogroup I,21,1.0,0.0
4136,2001,January,Ohio,,Ambrosia; Antipasta Salad,Norovirus genogroup II,250,1.0,0.0
4140,2001,January,Ohio,Restaurant,"Sandwich, Submarine",Norovirus genogroup II,16,1.0,0.0
4141,2001,January,Ohio,,"Swiss Cheese, Pasteurized",Norovirus genogroup II,73,0.0,0.0
4149,2001,January,Tennessee,Restaurant,Vegetable-Based Salads Unspecified; Lettuce-Based Salads Unspecified,Bacillus cereus,3,0.0,0.0
4152,2001,January,Utah,Restaurant,"Ground Beef, Hamburger; French Fries",Salmonella enterica,4,0.0,0.0
4156,2001,January,Washington,Restaurant,"Oysters, Raw",Norovirus genogroup I,3,0.0,0.0
4157,2001,January,Washington,Restaurant,Green Salad,Shigella sonnei,11,1.0,0.0
4161,2001,January,Wisconsin,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,44,0.0,0.0
4163,2001,February,California,Restaurant,"Fish, Escolar",Scombroid toxin,2,0.0,0.0
4164,2001,February,California,Restaurant,"Beef, Jerky",Salmonella enterica,6,0.0,0.0
4169,2001,February,California,Restaurant,"Chicken, Curry",Clostridium perfringens,9,0.0,0.0
4172,2001,February,California,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,3,1.0,0.0
4173,2001,February,California,Private Home/Residence,"Gumbo, Unspecified",Clostridium perfringens,27,0.0,0.0
4175,2001,February,Colorado,Restaurant,"Rice, White",Bacillus cereus,10,0.0,0.0
4178,2001,February,Colorado,Restaurant,"Eggs, Unspecified",Salmonella enterica,6,1.0,0.0
4202,2001,February,Florida,Private Home/Residence,Herbal Tea,Plant or herbal toxins,4,4.0,0.0
4204,2001,February,Georgia,Restaurant,Green Salad,Norovirus genogroup I,80,3.0,0.0
4205,2001,February,Georgia,Office/Indoor Workplace,"Egg-In-Muffin-Style Sandwich; Biscuit, Unspecified; Sausage, Pork",Staphylococcus aureus,12,4.0,0.0
4208,2001,February,Illinois,,"Vegetable Dip, Unspecified; Carrots, Unspecified",Norovirus genogroup I,14,0.0,0.0
4211,2001,February,Kansas,Restaurant,House Salad,Norovirus unknown,51,0.0,0.0
4220,2001,February,Minnesota,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,4,0.0,0.0
4221,2001,February,Minnesota,Restaurant,"Burrito, Unspecified",Norovirus genogroup I,4,0.0,0.0
4222,2001,February,Minnesota,Restaurant,"Sandwich, Chicken",Norovirus genogroup I,6,0.0,0.0
4223,2001,February,Minnesota,Restaurant,"Sandwich, Unspecified; Salad, Unspecified",Norovirus genogroup I,8,0.0,0.0
4225,2001,February,Multistate,,Alfalfa Sprouts,Salmonella enterica,32,3.0,
4231,2001,February,Pennsylvania,Catering Service,"Beef, Stroganoff",Clostridium perfringens,31,0.0,0.0
4239,2001,February,Washington,Hospital,"Infant Formula, Unspecified",Salmonella enterica,15,14.0,0.0
4248,2001,March,California,Restaurant,"Chicken, Other",Campylobacter jejuni,3,0.0,0.0
4250,2001,March,California,Grocery Store,"Chicken, Other",Staphylococcus aureus,6,0.0,0.0
4252,2001,March,California,Restaurant,House Salad,Chemical or toxin,24,0.0,0.0
4255,2001,March,Connecticut,,Crab Salad,Vibrio parahaemolyticus,2,0.0,0.0
4275,2001,March,Florida,Prison/Jail,"Beef, Creamed/Chipped",Clostridium perfringens,39,0.0,0.0
4282,2001,March,Illinois,Private Home/Residence,"Pork, Pigs Feet",Salmonella enterica,4,3.0,0.0
4284,2001,March,Kansas,Restaurant,House Salad; Water,Norovirus unknown,15,1.0,0.0
4285,2001,March,Louisiana,Restaurant,"Macaroni And Cheese; Ground Beef, Other; Peppers, Green",Salmonella enterica,93,18.0,1.0
4287,2001,March,Maryland,Restaurant,"Oysters, Raw",Norovirus genogroup II,8,0.0,0.0
4295,2001,March,Michigan,Restaurant,Green Beans,Norovirus unknown,30,0.0,0.0
4304,2001,March,Minnesota,Office/Indoor Workplace,"Cantaloupe; Pineapple, Unspecified",Norovirus genogroup I,42,0.0,0.0
4305,2001,March,Minnesota,Restaurant,"Steak, Prime Rib",Norovirus genogroup I,14,0.0,0.0
4306,2001,March,Minnesota,Private Home/Residence,"Whole Milk, Unpasteurized",Campylobacter jejuni,4,0.0,0.0
4307,2001,March,Minnesota,Restaurant,"Oysters, Raw",Norovirus genogroup I,14,0.0,0.0
4308,2001,March,Minnesota,Private Home/Residence; Grocery Store,"Sandwich, Ham",Norovirus genogroup I,11,0.0,0.0
4309,2001,March,Minnesota,Catering Service,"Sandwich, Chicken",Norovirus genogroup I,6,0.0,0.0
4310,2001,March,Multistate,Private Home/Residence,"Mango, Unspecified",Salmonella enterica,26,1.0,0.0
4314,2001,March,Ohio,Restaurant,"Chicken, Other",Clostridium perfringens,13,0.0,0.0
4317,2001,March,Ohio,Catering Service,"Sandwich, Unspecified",Norovirus genogroup II,50,1.0,0.0
4318,2001,March,Ohio,Restaurant,"Eggs, Unspecified",Salmonella enterica,92,7.0,0.0
4325,2001,March,South Carolina,Prison/Jail,Tuna Salad; Salad Bar,Salmonella enterica,552,0.0,0.0
4326,2001,March,Tennessee,Restaurant,Multiple Salads,Norovirus unknown,200,0.0,0.0
4329,2001,March,Virginia,Restaurant,"Meat, Unspecified; Unspecified Vegetables",Norovirus genogroup I,80,1.0,0.0
4330,2001,March,Washington,Restaurant,"Quail, Unspecified",Campylobacter jejuni,2,0.0,0.0
4331,2001,March,Washington,Restaurant,"Turkey, Unspecified; Ham, Unspecified",Norovirus unknown,16,0.0,0.0
4332,2001,March,Washington,Private Home/Residence,"Lettuce-Based Salads Unspecified; Bread, Unspecified",Norovirus unknown,17,0.0,0.0
4333,2001,March,Washington,Restaurant,Liquor,Chemical or toxin,2,0.0,0.0
4336,2001,March,Washington,Restaurant,"Cake, Chocolate",Norovirus genogroup I,21,0.0,0.0
4340,2001,March,Washington,Grocery Store,"Chicken, Nuggets/Fingers",Salmonella enterica,6,0.0,0.0
4342,2001,April,California,Restaurant,"Sushi, Unspecified",Clostridium perfringens; Bacillus cereus,5,0.0,0.0
4345,2001,April,California,Restaurant,"Rice, Unspecified",Norovirus genogroup I,7,1.0,0.0
4349,2001,April,California,Restaurant,"Chicken, Fried",Salmonella enterica,11,0.0,0.0
4351,2001,April,California,Restaurant,"Fish, Escolar",Scombroid toxin,2,0.0,0.0
4357,2001,April,Colorado,Restaurant; Catering Service,"Sandwich, Deli; Multiple Salads",Norovirus genogroup I,12,0.0,0.0
4359,2001,April,Florida,,"Spaghetti, Unspecified",Salmonella enterica,2,1.0,
4385,2001,April,Florida,Restaurant,"Oysters, Raw",Shigella unknown,3,1.0,
4386,2001,April,Florida,Restaurant,"Ground Beef, Cheeseburger",Shigella unknown,2,1.0,
4387,2001,April,Florida,Restaurant,"Oysters, Raw",Shigella unknown,3,2.0,
4391,2001,April,Florida,Restaurant,Mung Bean Sprouts,Salmonella enterica,35,2.0,
4393,2001,April,Georgia,Restaurant,"Ground Beef, Unspecified",Clostridium perfringens,3,1.0,1.0
4396,2001,April,Georgia,School/College/University,Turkey And Stuffing,Staphylococcus aureus,53,2.0,0.0
4400,2001,April,Hawaii,Restaurant,"Pork, Bbq",Salmonella enterica,3,2.0,0.0
4401,2001,April,Hawaii,Restaurant,"Fish, Escolar",Scombroid toxin,3,1.0,0.0
4402,2001,April,Hawaii,Private Home/Residence,Unknown Fish,Ciguatoxin,4,0.0,0.0
4403,2001,April,Hawaii,Private Home/Residence,Unknown Fish,Ciguatoxin,4,0.0,0.0
4404,2001,April,Hawaii,Private Home/Residence,"Fish, Palani (Surgeon)",Ciguatoxin,2,0.0,0.0
4405,2001,April,Hawaii,Private Home/Residence,"Fish, Roi",Ciguatoxin,3,0.0,0.0
4411,2001,April,Illinois,Restaurant,"Turkey, Other",Norovirus genogroup II,11,0.0,0.0
4415,2001,April,Louisiana,School/College/University,"Ground Beef, Other",Clostridium perfringens,49,0.0,0.0
4417,2001,April,Maine,Restaurant,"Eggs Benedict; Hollandaise Sauce; Egg-Containing Food, Other",Salmonella enterica,42,5.0,0.0
4418,2001,April,Maine,School/College/University,"Lettuce, Unspecified",Norovirus genogroup I,70,0.0,0.0
4419,2001,April,Maine,Private Home/Residence,"Egg-Containing Food, Other",Salmonella enterica,12,0.0,0.0
4420,2001,April,Maryland,Private Home/Residence,"Ice Cream, Homemade",Salmonella enterica,3,1.0,0.0
4421,2001,April,Maryland,Private Home/Residence,"Chicken, Fried",Salmonella enterica,9,1.0,0.0
4426,2001,April,Massachusetts,Restaurant,"Egg-Containing Food, Other",Salmonella enterica,29,3.0,0.0
4427,2001,April,Michigan,Restaurant,"Fish, Escolar",Histamine,7,3.0,0.0
4428,2001,April,Michigan,Restaurant,"Fish, Escolar",Histamine,9,0.0,0.0
4430,2001,April,Michigan,Restaurant,"Sandwich, Other Fish",Scombroid toxin,3,0.0,0.0
4431,2001,April,Michigan,Restaurant,"Fish, Escolar",Scombroid toxin,9,0.0,0.0
4438,2001,April,Multistate,Grocery Store,Cantaloupe,Salmonella enterica,50,9.0,2.0
4439,2001,April,Multistate,Restaurant,"Multiple Cheeses, Unpasteurized",Salmonella enterica,27,12.0,0.0
4444,2001,April,Ohio,Restaurant,"Fish, Escolar",Histamine,5,1.0,0.0
4445,2001,April,Ohio,Restaurant; Grocery Store,"Deli Meat, Sliced Ham; Deli Meat, Sliced Turkey",Norovirus genogroup I,5,0.0,0.0
4446,2001,April,Ohio,Grocery Store,"Turkey, Other",Clostridium perfringens,3,1.0,0.0
4447,2001,April,Ohio,Private Home/Residence,"Ham, Other",Norovirus genogroup II,16,0.0,0.0
4448,2001,April,Ohio,Restaurant,"Pizza, Unspecified",Staphylococcus aureus; Bacillus cereus,4,0.0,0.0
4452,2001,April,Oregon,Unknown,"Noodles, Unspecified",Norovirus genogroup I,16,0.0,0.0
4456,2001,April,Oregon,Restaurant; Nursing Home/Assisted Living Facility,Cantaloupe,Salmonella enterica,2,0.0,0.0
4457,2001,April,Tennessee,Restaurant,"Pork, Bbq",Staphylococcus aureus,34,1.0,0.0
4459,2001,April,Virginia,Restaurant,"Egg-Based Sauce, Other",Salmonella enterica,231,34.0,0.0
4460,2001,April,Washington,Private Home/Residence,Lettuce-Based Salads Unspecified,Norovirus genogroup I,5,0.0,0.0
4467,2001,April,West Virginia,,"Nuts, Almonds",Salmonella enterica,3,1.0,0.0
4480,2001,May,California,Private Home/Residence,"Pork, Other",Trichinella spiralis,7,1.0,0.0
4482,2001,May,California,,"Stew/Chili, Unspecified; Sausage, Unspecified; Hot Dog, Unspecified",Bacillus cereus; Clostridium perfringens,31,0.0,0.0
4484,2001,May,California,Restaurant,"Bread, Unspecified",Norovirus genogroup I,5,0.0,0.0
4485,2001,May,California,Restaurant; Private Home/Residence,"Cilantro, Unspecified",Salmonella enterica,8,3.0,0.0
4486,2001,May,California,,"Sandwich, Tuna Fish",Scombroid toxin,2,0.0,0.0
4488,2001,May,California,Catering Service,"Punch, Unspecified; Sandwich, Unspecified; Salad, Unspecified",Norovirus genogroup I,92,0.0,0.0
4490,2001,May,Connecticut,Restaurant,"Steak, Sirloin; Potato, Mashed",Clostridium perfringens,297,0.0,0.0
4491,2001,May,Connecticut,Restaurant,"Ribs, Beef",Salmonella enterica,6,1.0,0.0
4528,2001,May,Georgia,Catering Service,"Burrito, Chicken; Quesadilla, Chicken",Norovirus genogroup I,11,1.0,0.0
4530,2001,May,Georgia,School/College/University,"Cake, Cheese",Norovirus genogroup I,329,2.0,0.0
4531,2001,May,Hawaii,Restaurant,"Fish, Ahi",Histamine,2,0.0,0.0
4535,2001,May,Hawaii,Private Home/Residence,"Fish, Ulua, Unspecified",Ciguatoxin,2,0.0,0.0
4536,2001,May,Hawaii,Private Home/Residence,"Fish, Papio",Ciguatoxin,2,0.0,0.0
4538,2001,May,Illinois,Restaurant,"Beef, Other",Clostridium perfringens,20,0.0,0.0
4544,2001,May,Illinois,Catering Service,"Ethnic Style, Unspecified",Bacillus cereus; Clostridium perfringens,33,1.0,0.0
4548,2001,May,Iowa,Private Home/Residence,Speciality Salads Unspecified,Salmonella enterica,21,3.0,0.0
4555,2001,May,Maryland,Restaurant,"Pie, Merengue",Salmonella enterica,3,0.0,0.0
4559,2001,May,Michigan,,Pasta Salad,Norovirus unknown,39,0.0,0.0
4560,2001,May,Michigan,Private Home/Residence,"Beef, Unspecified",Clostridium perfringens,54,0.0,0.0
4564,2001,May,Minnesota,Restaurant,Tuna Salad,Scombroid toxin,2,0.0,0.0
4565,2001,May,Minnesota,Restaurant,"Sandwich, Fajita; Vegetable Tray; Lettuce-Based Salads Unspecified",Norovirus genogroup I,64,0.0,0.0
4567,2001,May,Minnesota,Restaurant,Eggs Benedict,Salmonella enterica,54,2.0,0.0
4568,2001,May,Nevada,Prison/Jail,"Raw Egg Milkshake; Eggs, Unspecified",Salmonella enterica,317,0.0,0.0
4570,2001,May,New Jersey,Prison/Jail,"Tea, Unspecified; Fruit Punch, Unspecified",Norovirus genogroup I,32,0.0,0.0
4571,2001,May,New Jersey,Private Home/Residence,Chicken And Rice,Staphylococcus aureus,6,1.0,
4574,2001,May,New York,Restaurant,Multiple Foods,Salmonella enterica,5,1.0,0.0
4576,2001,May,New York,Restaurant,"Tomato, Unspecified",Shigella flexneri,886,22.0,
4584,2001,May,Ohio,Fair/Festival,Frozen Slush Drink,Norovirus genogroup II,110,0.0,0.0
4586,2001,May,Oklahoma,Restaurant,"Roast Beef, Other",Clostridium perfringens,7,0.0,0.0
4587,2001,May,Oregon,,"Cake, Unspecified",Norovirus genogroup I,7,2.0,0.0
4599,2001,May,Tennessee,Restaurant,"Chicken And Stuffing; Green Beans, Unspecified; Potato, Mashed",Staphylococcus aureus,12,0.0,0.0
4603,2001,May,Texas,Restaurant; Catering Service,"Cake, Unspecified",Salmonella enterica,29,0.0,0.0
4604,2001,May,Virginia,Religious Facility,Fruit Salad; Vegetable Tray,Norovirus genogroup I,75,0.0,0.0
4610,2001,May,West Virginia,School/College/University,"Soup, Turkey",Norovirus genogroup I,40,0.0,0.0
4615,2001,June,California,Restaurant; Private Home/Residence; Grocery Store,Honeydew Melon; Musk Melon; Watermelon,Salmonella enterica,23,4.0,0.0
4616,2001,June,California,Restaurant; Private Home/Residence,Chicken Salad,Salmonella enterica,17,0.0,0.0
4625,2001,June,California,Unknown,Potato Salad,Shigella sonnei,9,1.0,
4626,2001,June,California,Restaurant,"Burrito, Unspecified",Staphylococcus aureus,22,1.0,0.0
4627,2001,June,California,Catering Service,"Taco, Beef",Norovirus genogroup I,9,0.0,0.0
4628,2001,June,California,Restaurant,"Shrimp Cocktail; Oysters, Raw",Vibrio parahaemolyticus,14,0.0,0.0
4632,2001,June,California,Restaurant,"Stew/Chili, Unspecified; Ground Beef, Hamburger",Bacillus cereus; Clostridium perfringens,4,0.0,0.0
4633,2001,June,California,Restaurant,Potato Salad,Listeria monocytogenes; Norovirus genogroup I,56,1.0,0.0
4634,2001,June,California,Restaurant,"Burrito, Unspecified",Clostridium perfringens,30,1.0,0.0
4635,2001,June,California,Restaurant,"Pork, Unspecified",Staphylococcus aureus,8,0.0,0.0
4636,2001,June,California,Restaurant,"Oysters, Raw; Seafood Dish, Unspecified",Vibrio cholerae,4,0.0,0.0
4637,2001,June,California,Restaurant,"Sandwich, Deli",Listeria monocytogenes,28,0.0,0.0
4638,2001,June,Colorado,Restaurant,"Iceberg Lettuce, Unspecified",Norovirus unknown,12,0.0,0.0
4640,2001,June,Colorado,Private Home/Residence,Potato Salad,Salmonella enterica,8,1.0,0.0
4643,2001,June,Connecticut,Catering Service,Lettuce-Based Salads Unspecified,Norovirus unknown,34,0.0,0.0
4644,2001,June,Connecticut,Restaurant,"Pizza, Meat",Staphylococcus aureus,2,0.0,0.0
4658,2001,June,Florida,Restaurant,"Chicken, Buffalo Wings",Salmonella enterica,2,1.0,
4666,2001,June,Florida,Restaurant; Grocery Store,"Sandwich, Submarine",Norovirus unknown,6,2.0,
4671,2001,June,Hawaii,Restaurant,"Fish, Ahi",Scombroid toxin,2,0.0,0.0
4672,2001,June,Hawaii,,"Fish, Ahi",Scombroid toxin,6,0.0,0.0
4674,2001,June,Hawaii,Private Home/Residence,"Fish, Kole",Ciguatoxin,2,0.0,0.0
4675,2001,June,Idaho,Private Home/Residence,"Ice Cream, Homemade",Salmonella enterica,12,4.0,0.0
4676,2001,June,Illinois,Restaurant,"Ground Beef, Meatballs; Quesadilla, Chicken",Norovirus genogroup I,27,1.0,0.0
4679,2001,June,Illinois,Restaurant,"Chicken, Tetrazini",Clostridium perfringens,3,0.0,0.0
4682,2001,June,Louisiana,Unknown,"Grapefruit, Unspecified; Fruit Salad",Norovirus genogroup I,55,1.0,0.0
4689,2001,June,Maryland,Restaurant,"Tuna, Unspecified",Scombroid toxin,3,0.0,0.0
4691,2001,June,Maryland,Restaurant,Crab Newburgh; Green Salad,Norovirus unknown,36,0.0,0.0
4696,2001,June,Maryland,Private Home/Residence,"Seafood Pasta; Spaghetti, Unspecified; Deli Tray",Salmonella enterica,26,3.0,0.0
4697,2001,June,Massachusetts,Restaurant,"Ice; Steak, Other; Salad Dressing, Unspecified",Salmonella enterica,136,6.0,0.0
4698,2001,June,Massachusetts,Catering Service,"Goat Cheese/Chevre, Unspecified; Tomato, Unspecified; Pastry, Unspecified",Norovirus genogroup I,20,0.0,0.0
4704,2001,June,Michigan,Restaurant,"Ethnic Style, Unspecified; Fried Rice, Unspecified",Bacillus cereus,5,0.0,0.0
4706,2001,June,Minnesota,Restaurant,"Eggs, Unspecified",Salmonella enterica,16,4.0,0.0
4707,2001,June,Multistate,Unknown,"Eggs, Unspecified",Salmonella enterica,113,0.0,0.0
4709,2001,June,Nebraska,Camp,Potato Salad,Campylobacter jejuni,24,1.0,0.0
4712,2001,June,New York,Private Home/Residence,"Chicken, Baked",Salmonella enterica,15,4.0,
4721,2001,June,New York,Restaurant; Catering Service,"Pork, Roasted",Salmonella enterica,21,1.0,0.0
4724,2001,June,Ohio,Fair/Festival,"Lemonade, Unspecified",Norovirus genogroup II,4,0.0,0.0
4725,2001,June,Ohio,Private Home/Residence,"Ground Beef, Meatloaf",Bacillus cereus; Staphylococcus aureus,3,0.0,0.0
4726,2001,June,Ohio,Private Home/Residence,"Chicken, Other; Lettuce-Based Salads Unspecified",Campylobacter unknown,3,0.0,0.0
4730,2001,June,Pennsylvania,Catering Service,"Pie, Merengue; Eggs, Other",Salmonella enterica,12,3.0,0.0
4731,2001,June,Rhode Island,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,2,2.0,0.0
4735,2001,June,Texas,Camp,"Beans, Bbq",Salmonella enterica,134,0.0,0.0
4736,2001,June,Utah,Restaurant,Milkshake,Hepatitis A,8,1.0,0.0
4739,2001,June,Washington,School/College/University,Green Salad,Norovirus unknown,37,0.0,0.0
4745,2001,June,Wisconsin,Restaurant,"Chicken, Grilled",Salmonella enterica,21,0.0,0.0
4749,2001,July,California,Grocery Store,"Chicken, Fried",Norovirus genogroup I,19,0.0,0.0
4750,2001,July,California,Restaurant,Multiple Foods,Bacillus cereus; Clostridium perfringens,44,0.0,0.0
4751,2001,July,California,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup I,5,1.0,0.0
4752,2001,July,California,Restaurant,"Beans, Unspecified",Clostridium perfringens,4,0.0,0.0
4756,2001,July,California,Restaurant,"Burrito, Chicken",Bacillus cereus,5,0.0,0.0
4760,2001,July,California,Restaurant,"Fish, Escolar",Scombroid toxin,3,2.0,0.0
4765,2001,July,California,Restaurant,"Fish, Mahi Mahi",Bacillus cereus; Clostridium perfringens,3,0.0,0.0
4767,2001,July,California,Restaurant,Unspecified Vegetables,Bacillus cereus; Clostridium perfringens,4,0.0,0.0
4768,2001,July,Colorado,Prison/Jail,"Ground Beef, Hamburger","Escherichia coli, Shiga toxin-producing",13,5.0,0.0
4769,2001,July,Colorado,Restaurant,Fruit Salad,Virus,32,0.0,0.0
4771,2001,July,Connecticut,Restaurant,"Chicken, Other",Salmonella enterica,7,0.0,0.0
